INFO_TIME,PROD,BUY_ORDER,BUY_QTY,SELL_ORDER,SELL_QTY
8300225,TXFI7,33,86,30,57
8300725,TXFI7,71,159,60,104
8301225,TXFI7,97,218,77,132
8301725,TXFI7,125,256,95,156
8302225,TXFI7,129,261,107,175
8302725,TXFI7,134,275,111,229
8303225,TXFI7,136,279,115,233
8303725,TXFI7,152,313,119,289
8304225,TXFI7,194,408,166,397
8304725,TXFI7,201,437,181,415
8305225,TXFI7,204,438,189,424
8305725,TXFI7,207,460,192,424
8310225,TXFI7,230,513,196,428
8310725,TXFI7,257,544,220,466
8311225,TXFI7,283,589,240,488
8311725,TXFI7,317,646,260,523
8312225,TXFI7,329,693,266,529
8312725,TXFI7,336,716,265,528
8313225,TXFI7,341,728,266,529
8313725,TXFI7,353,744,267,530
8314225,TXFI7,349,789,269,532
8314725,TXFI7,354,843,269,532
8315225,TXFI7,367,868,272,537
8315725,TXFI7,377,936,280,551
8320225,TXFI7,379,948,282,554
8320725,TXFI7,383,956,284,560
8321225,TXFI7,387,964,288,571
8321725,TXFI7,391,973,291,578
8322225,TXFI7,395,979,293,590
8322725,TXFI7,398,982,295,596
8323225,TXFI7,400,983,297,596
8323725,TXFI7,402,985,300,600
8324225,TXFI7,409,1146,302,607
8324725,TXFI7,412,1151,305,610
8325225,TXFI7,415,1157,305,610
8325725,TXFI7,419,1362,307,612
8330225,TXFI7,425,1432,309,620
8330725,TXFI7,429,1435,308,614
8331225,TXFI7,433,1441,312,618
8331725,TXFI7,437,1460,315,621
8332225,TXFI7,441,1474,318,631
8332725,TXFI7,443,1484,320,634
8333225,TXFI7,445,1487,333,647
8333725,TXFI7,447,1489,331,647
8334225,TXFI7,450,1492,335,660
8334725,TXFI7,451,1493,341,675
8335225,TXFI7,453,1501,342,676
8335725,TXFI7,458,1507,346,684
8340225,TXFI7,457,1506,346,684
8340725,TXFI7,463,1520,350,688
8341225,TXFI7,467,1534,351,692
8341725,TXFI7,469,1536,354,695
8342225,TXFI7,469,1536,360,702
8342725,TXFI7,471,1538,359,701
8343225,TXFI7,475,1543,365,707
8343725,TXFI7,477,1554,365,709
8344225,TXFI7,479,1565,363,705
8344725,TXFI7,481,1572,364,706
8345225,TXFI7,485,1576,365,707
8345725,TXFI7,485,1581,365,707
8350225,TXFI7,490,1586,367,709
8350725,TXFI7,499,1595,370,712
8351225,TXFI7,505,1601,371,713
8351725,TXFI7,508,1607,373,734
8352225,TXFI7,513,1613,373,734
8352725,TXFI7,516,1618,377,739
8353225,TXFI7,519,1621,384,747
8353725,TXFI7,523,1625,390,760
8354225,TXFI7,524,1626,396,773
8354725,TXFI7,527,1631,400,777
8355225,TXFI7,528,1632,405,798
8355725,TXFI7,531,1635,407,800
8360225,TXFI7,532,1636,413,811
8360725,TXFI7,535,1644,418,825
8361225,TXFI7,537,1646,418,825
8361725,TXFI7,539,1648,420,831
8362225,TXFI7,540,1657,422,833
8362725,TXFI7,543,1667,425,840
8363225,TXFI7,547,1670,426,841
8363725,TXFI7,549,1672,428,843
8364225,TXFI7,551,1674,432,848
8364725,TXFI7,554,1686,437,873
8365225,TXFI7,557,1695,440,876
8365725,TXFI7,560,1698,444,880
8370225,TXFI7,564,1718,446,882
8370725,TXFI7,571,1727,452,892
8371225,TXFI7,576,1735,458,908
8371725,TXFI7,601,1772,461,911
8372225,TXFI7,610,1787,469,932
8372725,TXFI7,612,1791,471,934
8373225,TXFI7,612,1794,503,966
8373725,TXFI7,614,1796,506,974
8374225,TXFI7,620,1803,510,987
8374725,TXFI7,625,1809,510,987
8375225,TXFI7,625,1809,512,992
8375725,TXFI7,628,1816,515,996
8380225,TXFI7,630,1812,521,1011
8380725,TXFI7,630,1812,527,1028
8381225,TXFI7,631,1824,536,1038
8381725,TXFI7,634,1828,538,1040
8382225,TXFI7,633,1826,539,1026
8382725,TXFI7,638,1832,545,1034
8383225,TXFI7,646,1841,547,1036
8383725,TXFI7,650,1850,547,1036
8384225,TXFI7,648,1848,551,1042
8384725,TXFI7,645,1840,553,1044
8385225,TXFI7,649,1846,556,1050
8385725,TXFI7,651,1848,557,1050
8390225,TXFI7,653,1850,559,1056
8390725,TXFI7,656,1856,561,1065
8391225,TXFI7,656,1856,566,1074
8391725,TXFI7,660,1862,568,1081
8392225,TXFI7,671,1900,572,1088
8392725,TXFI7,673,1902,573,1089
8393225,TXFI7,677,1907,575,1091
8393725,TXFI7,680,1915,577,1095
8394225,TXFI7,686,1934,579,1098
8394725,TXFI7,686,1935,579,1103
8395225,TXFI7,689,1947,582,1106
8395725,TXFI7,694,1963,584,1112
8400225,TXFI7,697,1968,586,1114
8400725,TXFI7,700,1976,588,1124
8401225,TXFI7,706,2022,591,1132
8401725,TXFI7,712,2028,597,1151
8402225,TXFI7,717,2038,603,1183
8402725,TXFI7,721,2062,607,1197
8403225,TXFI7,723,2074,613,1204
8403725,TXFI7,729,2090,618,1214
8404225,TXFI7,741,2154,619,1213
8404725,TXFI7,742,2135,622,1216
8405225,TXFI7,748,2154,625,1220
8405725,TXFI7,752,2167,627,1222
8410225,TXFI7,756,2176,634,1242
8410725,TXFI7,757,2180,636,1246
8411225,TXFI7,760,2179,645,1260
8411725,TXFI7,761,2231,649,1270
8412225,TXFI7,763,2234,657,1283
8412725,TXFI7,769,2289,659,1285
8413225,TXFI7,769,2290,665,1291
8413725,TXFI7,767,2290,667,1302
8414225,TXFI7,766,2291,671,1306
8414725,TXFI7,771,2308,678,1317
8415225,TXFI7,772,2313,681,1320
8415725,TXFI7,776,2326,685,1325
8420225,TXFI7,783,2339,690,1330
8420725,TXFI7,789,2347,694,1341
8421225,TXFI7,796,2355,697,1346
8421725,TXFI7,798,2357,700,1350
8422225,TXFI7,798,2370,703,1353
8422725,TXFI7,801,2381,709,1375
8423225,TXFI7,812,2427,715,1383
8423725,TXFI7,814,2438,719,1388
8424225,TXFI7,815,2441,722,1391
8424725,TXFI7,819,2445,729,1399
8425225,TXFI7,827,2456,735,1414
8425725,TXFI7,836,2344,744,1434
8430225,TXFI7,846,2363,756,1448
8430725,TXFI7,849,2366,763,1467
8431225,TXFI7,855,2389,777,1511
8431725,TXFI7,860,2396,789,1547
8432225,TXFI7,871,2412,807,1575
8432725,TXFI7,880,2426,819,1592
8433225,TXFI7,883,2429,827,1611
8433725,TXFI7,893,2440,834,1620
8434225,TXFI7,907,2479,854,1651
8434725,TXFI7,932,2510,865,1666
8435225,TXFI7,952,2533,884,1715
8435725,TXFI7,969,2570,910,1781
8440225,TXFI7,982,2593,932,1824
8440725,TXFI7,995,2648,955,1882
8441225,TXFI7,1012,2676,980,1918
8441725,TXFI7,1030,2703,1003,1960
8442225,TXFI7,1035,2727,1022,2009
8442725,TXFI7,1049,2771,1053,2134
8443225,TXFI7,1065,2819,1075,2179
8443725,TXFI7,1072,2841,1108,2261
8444225,TXFI7,1090,2902,1146,2335
8444725,TXFI7,1103,2966,1193,2453
8445225,TXFI7,1146,3084,1241,2564
8445725,TXFI7,1199,3172,1344,2852
8450225,TXFI7,1496,4957,1604,4497
8450725,TXFI7,1595,5312,1735,4792
8451225,TXFI7,1684,5483,1913,5498
8451725,TXFI7,1778,5671,1983,5840
8452225,TXFI7,1874,6023,2044,6031
8452725,TXFI7,1923,6173,2104,5784
8453225,TXFI7,1988,6315,2134,5791
8453725,TXFI7,2032,6467,2188,5920
8454225,TXFI7,2061,6476,2251,6109
8454725,TXFI7,2079,6528,2380,6422
8455225,TXFI7,2135,6620,2424,6489
8455725,TXFI7,2204,6823,2480,6570
8460225,TXFI7,2305,7065,2523,6643
8460725,TXFI7,2392,7241,2537,6729
8461225,TXFI7,2435,7338,2599,6854
8461725,TXFI7,2463,7297,2630,6639
8462225,TXFI7,2475,7375,2697,6776
8462725,TXFI7,2481,7394,2750,6935
8463225,TXFI7,2501,7454,2800,7052
8463725,TXFI7,2538,7514,2860,7172
8464225,TXFI7,2582,7619,2933,7384
8464725,TXFI7,2624,7691,2998,7594
8465225,TXFI7,2728,8024,3020,7591
8465725,TXFI7,2801,8194,3058,7723
8470225,TXFI7,2862,8389,3087,7805
8470725,TXFI7,2914,8547,3097,7846
8471225,TXFI7,2998,8709,3120,7924
8471725,TXFI7,3033,8758,3143,7956
8472225,TXFI7,3049,8823,3167,8014
8472725,TXFI7,3078,8914,3203,8134
8473225,TXFI7,3098,8938,3226,8134
8473725,TXFI7,3098,8925,3271,8225
8474225,TXFI7,3113,8899,3293,8311
8474725,TXFI7,3123,8990,3319,8362
8475225,TXFI7,3137,9007,3336,8383
8475725,TXFI7,3154,9045,3357,8414
8480225,TXFI7,3206,9153,3355,8432
8480725,TXFI7,3232,9237,3374,8486
8481225,TXFI7,3263,9328,3397,8593
8481725,TXFI7,3291,9466,3413,8582
8482225,TXFI7,3305,9486,3418,8589
8482725,TXFI7,3363,9696,3448,8642
8483225,TXFI7,3377,9780,3482,8773
8483725,TXFI7,3387,9787,3510,8835
8484225,TXFI7,3405,9836,3520,8879
8484725,TXFI7,3436,9921,3532,8924
8485225,TXFI7,3465,10001,3562,9010
8485725,TXFI7,3496,10047,3575,9032
8490225,TXFI7,3540,10186,3600,9063
8490725,TXFI7,3564,10281,3633,9126
8491225,TXFI7,3595,10366,3657,9178
8491725,TXFI7,3609,10442,3671,9234
8492225,TXFI7,3621,10479,3695,9299
8492725,TXFI7,3625,10463,3714,9317
8493225,TXFI7,3637,10525,3725,9343
8493725,TXFI7,3660,10596,3743,9352
8494225,TXFI7,3691,10676,3754,9365
8494725,TXFI7,3758,11003,3783,9445
8495225,TXFI7,3782,11030,3815,9533
8495725,TXFI7,3811,11046,3843,9594
8500225,TXFI7,3874,11201,3873,9653
8500725,TXFI7,3912,11244,3906,9719
8501225,TXFI7,3937,11250,3932,9762
8501725,TXFI7,3982,11404,3956,9800
8502225,TXFI7,4186,11965,4027,9980
8502725,TXFI7,4241,12041,4109,10168
8503225,TXFI7,4297,12256,4147,10229
8503725,TXFI7,4370,12431,4202,10360
8504225,TXFI7,4428,12580,4233,10474
8504725,TXFI7,4473,12694,4278,10599
8505225,TXFI7,4629,13108,4381,10785
8505725,TXFI7,4709,13270,4462,11028
8510225,TXFI7,4763,13389,4569,11249
8510725,TXFI7,4773,13379,4630,11372
8511225,TXFI7,4804,13432,4681,11436
8511725,TXFI7,4828,13464,4723,11508
8512225,TXFI7,4841,13469,4748,11559
8512725,TXFI7,4849,13487,4832,11963
8513225,TXFI7,4885,13614,4872,12016
8513725,TXFI7,4908,13640,4899,12097
8514225,TXFI7,4924,13674,4923,12144
8514725,TXFI7,4971,13818,4943,12181
8515225,TXFI7,5003,13871,4994,12311
8515725,TXFI7,5074,13980,5019,12269
8520225,TXFI7,5102,14019,5062,12326
8520725,TXFI7,5159,14151,5074,12354
8521225,TXFI7,5158,14322,5100,12423
8521725,TXFI7,5156,14176,5133,12469
8522225,TXFI7,5169,14276,5156,12500
8522725,TXFI7,5224,14585,5186,12584
8523225,TXFI7,5269,14652,5217,12654
8523725,TXFI7,5279,14689,5228,12672
8524225,TXFI7,5305,14732,5247,12681
8524725,TXFI7,5309,14757,5281,12731
8525225,TXFI7,5326,14788,5294,12754
8525725,TXFI7,5334,14796,5331,12828
8530225,TXFI7,5396,14906,5348,12854
8530725,TXFI7,5431,15021,5362,12879
8531225,TXFI7,5516,15316,5399,12955
8531725,TXFI7,5543,15405,5439,13058
8532225,TXFI7,5587,15530,5479,13159
8532725,TXFI7,5590,15553,5602,13449
8533225,TXFI7,5563,15527,5659,13603
8533725,TXFI7,5628,15677,5658,13599
8534225,TXFI7,5648,15675,5680,13631
8534725,TXFI7,5680,15774,5691,13634
8535225,TXFI7,5698,15838,5718,13680
8535725,TXFI7,5716,15867,5740,13714
8540225,TXFI7,5768,16004,5774,13765
8540725,TXFI7,5810,16112,5802,13818
8541225,TXFI7,5814,16149,5842,13915
8541725,TXFI7,5853,16205,5870,13985
8542225,TXFI7,5900,16271,5896,14016
8542725,TXFI7,5930,16325,5924,14051
8543225,TXFI7,5943,16378,5970,14138
8543725,TXFI7,5953,16405,6010,14247
8544225,TXFI7,5968,16459,6057,14330
8544725,TXFI7,5978,16482,6085,14379
8545225,TXFI7,5979,16484,6113,14435
8545725,TXFI7,5989,16512,6176,14600
8550225,TXFI7,6110,16834,6218,14678
8550725,TXFI7,6203,17138,6301,14849
8551225,TXFI7,6266,17537,6330,14912
8551725,TXFI7,6274,17241,6356,14962
8552225,TXFI7,6299,17288,6387,15022
8552725,TXFI7,6332,17396,6415,15073
8553225,TXFI7,6352,17604,6438,15129
8553725,TXFI7,6465,17899,6480,15220
8554225,TXFI7,6449,17872,6564,15439
8554725,TXFI7,6484,17973,6577,15466
8555225,TXFI7,6505,18007,6609,15510
8555725,TXFI7,6521,18052,6634,15537
8560225,TXFI7,6559,18135,6671,15613
8560725,TXFI7,6585,18185,6690,15655
8561225,TXFI7,6584,18183,6722,15736
8561725,TXFI7,6586,18178,6805,16013
8562225,TXFI7,6593,18184,6846,16067
8562725,TXFI7,6605,18216,6882,16193
8563225,TXFI7,6618,18226,6901,16257
8563725,TXFI7,6629,18245,6949,16534
8564225,TXFI7,6653,18291,6965,16554
8564725,TXFI7,6682,18382,6995,16622
8565225,TXFI7,6693,18399,7037,16727
8565725,TXFI7,6721,18501,7056,16770
8570225,TXFI7,6740,18531,7074,16808
8570725,TXFI7,6763,18566,7087,16827
8571225,TXFI7,6785,18579,7107,16833
8571725,TXFI7,6813,18639,7130,16729
8572225,TXFI7,6834,18678,7159,16775
8572725,TXFI7,6842,18725,7216,16894
8573225,TXFI7,6862,18749,7227,16921
8573725,TXFI7,6873,18764,7253,16996
8574225,TXFI7,6887,19110,7263,17009
8574725,TXFI7,6929,19375,7283,17048
8575225,TXFI7,6947,19367,7301,17130
8575725,TXFI7,6960,19382,7323,17175
