INFO_TIME,MATCH_TIME,PROD,ITEM,PRICE,QTY,AMOUNT,MATCH_BUY_CNT,MATCH_SELL_CNT
8450009,8450009,TXFI7,128,10258,510,510,169,231
8450011,8450009,TXFI7,128,10257,3,513,172,232
8450011,8450009,TXFI7,128,10258,1,514,173,233
8450011,8450009,TXFI7,128,10257,1,515,174,234
8450011,8450009,TXFI7,128,10257,1,516,175,235
8450011,8450010,TXFI7,128,10257,3,519,178,236
8450011,8450010,TXFI7,128,10258,1,520,179,237
8450013,8450011,TXFI7,128,10258,1,521,180,238
8450013,8450011,TXFI7,128,10257,1,522,181,239
8450015,8450013,TXFI7,128,10258,1,523,182,240
8450015,8450014,TXFI7,128,10258,2,525,183,241
8450016,8450016,TXFI7,128,10257,1,526,184,242
8450018,8450016,TXFI7,128,10257,1,527,185,243
8450040,8450028,TXFI7,128,10257,1,540,188,250
8450040,8450036,TXFI7,128,10258,2,542,189,252
8450040,8450037,TXFI7,128,10258,1,543,190,253
8450040,8450038,TXFI7,128,10258,1,544,191,254
8450052,8450045,TXFI7,128,10258,1,545,192,255
8450052,8450047,TXFI7,128,10257,1,546,193,256
8450052,8450047,TXFI7,128,10258,1,547,194,257
8450052,8450047,TXFI7,128,10256,1,548,195,258
8450052,8450047,TXFI7,128,10256,2,550,196,259
8450052,8450050,TXFI7,128,10256,3,553,197,260
8450065,8450054,TXFI7,128,10256,2,555,198,261
8450065,8450054,TXFI7,128,10258,1,556,199,262
8450065,8450055,TXFI7,128,10256,1,557,200,263
8450065,8450057,TXFI7,128,10258,4,561,201,265
8450065,8450059,TXFI7,128,10256,3,564,203,266
8450065,8450059,TXFI7,128,10258,4,568,204,269
8450065,8450062,TXFI7,128,10258,8,576,205,272
8450065,8450064,TXFI7,128,10256,2,578,206,273
8450065,8450064,TXFI7,128,10258,1,579,207,274
8450065,8450065,TXFI7,129,10258,6,589,208,281
8450065,8450065,TXFI7,129,10259,4,589,208,281
8450077,8450065,TXFI7,128,10257,1,590,209,282
8450077,8450065,TXFI7,129,10258,1,594,210,285
8450077,8450065,TXFI7,129,10259,3,594,210,285
8450077,8450065,TXFI7,128,10258,1,595,211,286
8450077,8450065,TXFI7,128,10256,2,597,212,287
8450077,8450073,TXFI7,128,10256,1,598,213,288
8450077,8450073,TXFI7,129,10258,1,601,214,291
8450077,8450073,TXFI7,129,10259,2,601,214,291
8450077,8450075,TXFI7,128,10256,1,602,215,292
8450077,8450075,TXFI7,128,10259,1,603,216,293
8450077,8450076,TXFI7,128,10259,1,604,217,294
8450090,8450081,TXFI7,128,10258,1,605,218,295
8450090,8450081,TXFI7,128,10258,1,606,219,296
8450090,8450082,TXFI7,129,10258,1,608,220,298
8450090,8450082,TXFI7,129,10259,1,608,220,298
8450090,8450082,TXFI7,128,10259,1,609,221,299
8450090,8450082,TXFI7,128,10259,2,611,222,300
8450102,8450090,TXFI7,128,10258,2,613,223,302
8450102,8450091,TXFI7,128,10259,1,614,224,303
8450102,8450095,TXFI7,128,10259,1,615,225,304
8450102,8450096,TXFI7,128,10257,10,625,232,305
8450102,8450096,TXFI7,128,10257,1,626,233,306
8450102,8450096,TXFI7,128,10257,1,627,234,307
8450102,8450096,TXFI7,128,10257,1,628,235,308
8450102,8450096,TXFI7,128,10257,1,629,236,309
8450102,8450096,TXFI7,128,10257,1,630,237,310
8450102,8450096,TXFI7,128,10257,1,631,238,311
8450102,8450096,TXFI7,128,10257,3,634,239,312
8450102,8450096,TXFI7,128,10257,1,635,240,313
8450102,8450096,TXFI7,128,10257,1,636,241,314
8450102,8450096,TXFI7,128,10257,1,637,242,315
8450102,8450096,TXFI7,128,10257,3,640,243,316
8450102,8450096,TXFI7,128,10257,1,641,244,317
8450102,8450096,TXFI7,128,10257,1,642,245,318
8450102,8450096,TXFI7,128,10257,1,643,246,319
8450102,8450096,TXFI7,128,10257,1,644,247,320
8450102,8450096,TXFI7,128,10257,1,645,248,321
8450102,8450096,TXFI7,128,10257,1,646,249,322
8450102,8450096,TXFI7,128,10257,1,647,250,323
8450102,8450096,TXFI7,128,10257,1,648,251,324
8450102,8450096,TXFI7,128,10257,1,649,252,325
8450102,8450096,TXFI7,128,10257,1,650,253,326
8450102,8450096,TXFI7,128,10257,1,651,254,327
8450102,8450098,TXFI7,128,10257,1,652,255,328
8450102,8450099,TXFI7,128,10257,2,654,256,329
8450102,8450100,TXFI7,128,10257,2,656,257,330
8450102,8450100,TXFI7,128,10257,1,657,258,331
8450115,8450102,TXFI7,128,10257,1,658,259,332
8450115,8450102,TXFI7,128,10257,1,659,260,333
8450115,8450102,TXFI7,128,10257,3,662,261,334
8450115,8450103,TXFI7,128,10257,2,664,262,335
8450115,8450103,TXFI7,128,10257,1,665,263,336
