INFO_TIME,MATCH_TIME,PROD,ITEM,PRICE,QTY,AMOUNT,MATCH_BUY_CNT,MATCH_SELL_CNT
8450006,8450005,TXFI7,128,10259,386,386,156,146
8450008,8450006,TXFI7,128,10260,1,387,157,147
8450008,8450006,TXFI7,128,10260,1,388,158,148
8450008,8450006,TXFI7,128,10259,1,389,159,149
8450008,8450006,TXFI7,128,10260,1,390,160,150
8450008,8450006,TXFI7,128,10260,1,391,161,151
8450008,8450007,TXFI7,129,10259,1,393,163,152
8450008,8450007,TXFI7,129,10258,1,393,163,152
8450009,8450008,TXFI7,128,10260,1,394,164,153
8450009,8450008,TXFI7,128,10258,4,398,168,154
8450011,8450009,TXFI7,128,10258,1,399,169,155
8450019,8450019,TXFI7,128,10259,1,400,170,156
8450023,8450021,TXFI7,128,10258,1,401,171,157
8450036,8450024,TXFI7,128,10260,1,402,172,158
8450036,8450028,TXFI7,128,10260,3,405,173,160
8450036,8450029,TXFI7,128,10260,5,410,174,163
8450036,8450029,TXFI7,129,10260,1,412,175,165
8450036,8450029,TXFI7,129,10261,1,412,175,165
8450036,8450031,TXFI7,128,10261,2,414,176,167
8450048,8450045,TXFI7,128,10261,1,415,177,168
8450048,8450047,TXFI7,129,10258,6,440,191,169
8450048,8450047,TXFI7,129,10257,19,440,191,169
8450061,8450050,TXFI7,128,10259,1,441,192,170
8450061,8450055,TXFI7,128,10259,5,446,193,171
8450061,8450056,TXFI7,128,10259,1,447,194,172
8450061,8450057,TXFI7,128,10259,1,448,195,173
8450061,8450058,TXFI7,129,10258,1,454,199,174
8450061,8450058,TXFI7,129,10257,5,454,199,174
8450061,8450059,TXFI7,129,10259,4,459,200,179
8450061,8450059,TXFI7,129,10260,1,459,200,179
8450061,8450059,TXFI7,130,10258,1,468,208,180
8450061,8450059,TXFI7,130,10257,2,468,208,180
8450061,8450059,TXFI7,130,10256,6,468,208,180
8450061,8450059,TXFI7,128,10257,1,469,209,181
8450061,8450059,TXFI7,128,10258,1,470,210,182
8450073,8450061,TXFI7,128,10258,1,471,211,183
8450073,8450062,TXFI7,128,10259,1,472,212,184
8450073,8450062,TXFI7,128,10259,1,473,213,185
8450073,8450063,TXFI7,130,10259,2,477,214,189
8450073,8450063,TXFI7,130,10260,1,477,214,189
8450073,8450063,TXFI7,130,10261,1,477,214,189
8450073,8450064,TXFI7,128,10258,1,478,215,190
8450073,8450065,TXFI7,128,10259,1,479,216,191
8450073,8450071,TXFI7,128,10258,1,480,217,192
8450073,8450071,TXFI7,129,10260,1,482,218,194
8450073,8450071,TXFI7,129,10261,1,482,218,194
8450073,8450072,TXFI7,128,10258,1,483,219,195
8450086,8450073,TXFI7,128,10259,1,484,220,196
8450086,8450073,TXFI7,128,10259,1,485,221,197
8450086,8450080,TXFI7,128,10261,2,487,222,198
8450086,8450083,TXFI7,128,10261,1,488,223,199
8450098,8450090,TXFI7,128,10259,3,491,225,200
8450098,8450091,TXFI7,128,10259,1,492,226,201
8450098,8450091,TXFI7,128,10259,1,493,227,202
8450098,8450093,TXFI7,128,10259,1,494,228,203
8450098,8450098,TXFI7,128,10261,1,495,229,204
8450111,8450098,TXFI7,128,10260,2,497,230,205
8450111,8450103,TXFI7,128,10261,2,499,231,207
8450111,8450104,TXFI7,128,10261,4,503,232,210
8450111,8450107,TXFI7,128,10260,1,504,233,211
8450123,8450112,TXFI7,128,10259,1,505,234,212
8450123,8450112,TXFI7,129,10261,3,509,235,216
8450123,8450112,TXFI7,129,10262,1,509,235,216
8450123,8450112,TXFI7,128,10260,1,510,236,217
8450123,8450113,TXFI7,128,10262,1,511,237,218
8450123,8450114,TXFI7,129,10261,1,513,238,220
8450123,8450114,TXFI7,129,10262,1,513,238,220
8450123,8450116,TXFI7,128,10262,4,517,239,223
8450123,8450119,TXFI7,128,10262,1,518,240,224
8450136,8450129,TXFI7,128,10262,1,519,241,225
8450148,8450138,TXFI7,129,10262,2,524,244,226
8450148,8450138,TXFI7,129,10261,3,524,244,226
8450148,8450146,TXFI7,128,10261,1,525,245,227
8450148,8450148,TXFI7,128,10263,2,527,246,229
8450161,8450153,TXFI7,128,10263,2,529,247,231
8450161,8450155,TXFI7,128,10263,2,531,248,232
8450161,8450156,TXFI7,128,10262,1,532,249,233
8450173,8450161,TXFI7,128,10261,3,535,252,234
8450173,8450169,TXFI7,129,10261,2,541,258,235
8450173,8450169,TXFI7,129,10260,4,541,258,235
8450173,8450169,TXFI7,128,10260,1,542,259,236
8450173,8450170,TXFI7,129,10261,1,547,260,240
8450173,8450170,TXFI7,129,10262,4,547,260,240
8450186,8450176,TXFI7,128,10261,1,548,261,241
8450186,8450184,TXFI7,128,10261,2,550,262,242
8450198,8450189,TXFI7,128,10261,1,551,263,243
8450198,8450191,TXFI7,128,10261,2,553,264,244
8450198,8450193,TXFI7,128,10262,1,554,265,245
8450211,8450205,TXFI7,128,10262,3,557,266,246
8450211,8450208,TXFI7,128,10262,1,558,267,247
8450223,8450211,TXFI7,128,10261,2,560,269,248
8450248,8450238,TXFI7,128,10262,1,561,270,249
8450248,8450238,TXFI7,128,10262,2,563,271,251
8450248,8450238,TXFI7,128,10263,1,564,272,252
8450248,8450241,TXFI7,128,10261,1,565,273,253
8450273,8450264,TXFI7,128,10262,1,566,274,254
8450273,8450267,TXFI7,128,10262,1,567,275,255
8450286,8450278,TXFI7,128,10263,1,568,276,256
8450286,8450278,TXFI7,128,10263,1,569,277,257
8450286,8450282,TXFI7,128,10261,1,570,278,258
8450298,8450295,TXFI7,128,10261,1,571,279,259
8450298,8450295,TXFI7,128,10261,4,575,280,260
8450311,8450298,TXFI7,128,10261,1,576,281,261
8450311,8450306,TXFI7,129,10261,3,581,284,262
8450311,8450306,TXFI7,129,10260,2,581,284,262
8450323,8450312,TXFI7,128,10262,3,584,285,264
8450323,8450319,TXFI7,128,10260,1,585,286,265
8450323,8450321,TXFI7,128,10260,1,586,287,266
8450336,8450325,TXFI7,129,10261,2,594,288,273
8450336,8450325,TXFI7,129,10262,6,594,288,273
8450348,8450336,TXFI7,128,10262,1,595,289,274
8450348,8450336,TXFI7,128,10262,1,596,290,275
8450348,8450338,TXFI7,128,10261,2,598,291,276
8450361,8450349,TXFI7,128,10262,1,599,292,277
8450361,8450353,TXFI7,128,10261,1,600,293,278
8450361,8450353,TXFI7,128,10262,1,601,294,279
8450361,8450358,TXFI7,128,10262,1,602,295,280
8450361,8450359,TXFI7,128,10262,2,604,296,282
8450398,8450387,TXFI7,128,10262,1,605,297,283
8450398,8450394,TXFI7,128,10262,1,606,298,284
8450411,8450399,TXFI7,128,10263,1,607,299,285
8450423,8450413,TXFI7,128,10262,1,608,300,286
8450423,8450418,TXFI7,128,10263,1,609,301,287
8450423,8450418,TXFI7,128,10263,1,610,302,288
8450423,8450421,TXFI7,128,10262,1,611,303,289
8450436,8450424,TXFI7,129,10262,7,622,306,290
8450436,8450424,TXFI7,129,10261,4,622,306,290
8450436,8450427,TXFI7,129,10263,7,646,307,305
8450436,8450427,TXFI7,129,10264,17,646,307,305
8450448,8450436,TXFI7,128,10262,1,647,308,306
8450448,8450436,TXFI7,128,10263,1,648,309,307
8450448,8450441,TXFI7,128,10262,1,649,310,308
8450448,8450445,TXFI7,128,10264,1,650,311,309
8450448,8450445,TXFI7,128,10264,6,656,312,314
8450461,8450449,TXFI7,128,10262,1,657,313,315
8450461,8450453,TXFI7,129,10264,1,663,314,321
8450461,8450453,TXFI7,129,10265,5,663,314,321
8450473,8450463,TXFI7,128,10265,2,665,315,322
8450473,8450464,TXFI7,128,10265,1,666,316,323
8450486,8450475,TXFI7,128,10265,6,672,317,326
8450498,8450486,TXFI7,128,10265,10,682,318,334
8450498,8450495,TXFI7,128,10263,1,683,319,335
8450498,8450497,TXFI7,128,10265,1,684,320,336
8450511,8450499,TXFI7,128,10265,1,685,321,337
8450511,8450502,TXFI7,128,10262,3,688,324,338
8450511,8450505,TXFI7,128,10263,1,689,325,339
8450511,8450506,TXFI7,128,10264,1,690,326,340
8450536,8450524,TXFI7,128,10265,6,696,327,345
8450536,8450533,TXFI7,128,10265,6,702,328,349
8450548,8450536,TXFI7,128,10264,1,703,329,350
8450561,8450551,TXFI7,129,10264,1,705,331,351
8450561,8450551,TXFI7,129,10263,1,705,331,351
8450561,8450556,TXFI7,129,10265,7,729,332,366
8450561,8450556,TXFI7,129,10266,17,729,332,366
8450586,8450574,TXFI7,128,10264,1,730,333,367
8450586,8450581,TXFI7,128,10264,1,731,334,368
8450586,8450582,TXFI7,128,10264,1,732,335,369
8450598,8450595,TXFI7,129,10265,5,740,336,372
8450598,8450595,TXFI7,129,10266,3,740,336,372
8450611,8450605,TXFI7,128,10264,1,741,337,373
8450611,8450605,TXFI7,128,10264,3,744,338,374
8450611,8450608,TXFI7,128,10266,1,745,339,375
8450636,8450625,TXFI7,129,10266,16,769,340,387
8450636,8450625,TXFI7,129,10267,8,769,340,387
8450636,8450631,TXFI7,128,10265,4,773,341,388
8450636,8450633,TXFI7,128,10267,1,774,342,389
8450648,8450647,TXFI7,128,10265,1,775,343,390
8450661,8450649,TXFI7,128,10267,8,783,344,395
8450661,8450654,TXFI7,129,10265,3,789,349,396
8450661,8450654,TXFI7,129,10264,3,789,349,396
8450673,8450663,TXFI7,128,10264,2,791,351,397
8450673,8450671,TXFI7,128,10265,1,792,352,398
8450686,8450673,TXFI7,128,10266,4,796,353,399
8450686,8450676,TXFI7,128,10265,1,797,354,400
8450686,8450685,TXFI7,128,10267,1,798,355,401
8450698,8450686,TXFI7,128,10266,1,799,356,402
8450698,8450690,TXFI7,128,10266,1,800,357,403
8450698,8450691,TXFI7,128,10264,1,801,358,404
8450698,8450695,TXFI7,128,10267,3,804,359,407
8450711,8450703,TXFI7,128,10265,1,805,360,408
8450711,8450709,TXFI7,128,10265,1,806,361,409
8450723,8450720,TXFI7,128,10265,1,807,362,410
8450761,8450748,TXFI7,128,10264,1,808,363,411
8450761,8450754,TXFI7,128,10266,3,811,364,414
8450761,8450754,TXFI7,128,10266,1,812,365,415
8450761,8450755,TXFI7,130,10265,3,836,366,431
8450761,8450755,TXFI7,130,10266,9,836,366,431
